time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
1466386732,0.6255,0.6670,-9.7142,-0.0445,-0.1630,0.1746,0.0000,0.0000,0.0000
1466396641,0.6303,0.6638,-9.7230,-0.0504,-0.1397,0.0436,0.0000,0.0000,0.0000
1466406564,0.6472,0.6702,-9.7230,-0.0333,-0.0983,-0.0103,0.0000,0.0000,0.0000
1466416638,0.6383,0.6726,-9.7198,-0.0327,-0.0981,0.0729,0.0000,0.0000,0.0000
1466426565,0.6167,0.6710,-9.7262,-0.0439,-0.1036,0.0608,0.0000,0.0000,0.0000
1466436737,0.6279,0.6758,-9.7214,-0.0217,0.0042,-0.0040,0.0000,0.0000,0.0000
1466446730,0.6568,0.6766,-9.7158,-0.0044,0.0107,0.0604,0.0000,0.0000,0.0000
1466456634,0.6472,0.6718,-9.7214,-0.0322,-0.0563,0.1196,0.0000,0.0000,0.0000
1466466628,0.6359,0.6670,-9.7166,-0.0433,-0.0744,0.1500,0.0000,0.0000,0.0000
1466476564,0.6416,0.6646,-9.7206,-0.0501,-0.1458,0.1500,0.0000,0.0000,0.0000
1466486803,0.6432,0.6742,-9.7294,-0.0785,-0.1578,0.1325,0.0000,0.0000,0.0000
1466496737,0.6247,0.6806,-9.7182,-0.0549,-0.1104,0.1559,0.0000,0.0000,0.0000
1466506637,0.6303,0.6678,-9.7142,-0.0212,-0.0624,0.1138,0.0000,0.0000,0.0000
1466516736,0.6472,0.6710,-9.7206,-0.0558,-0.0257,0.0779,0.0000,0.0000,0.0000
1466526629,0.6520,0.6742,-9.7126,-0.0265,-0.0253,0.1672,0.0000,0.0000,0.0000
1466536557,0.6432,0.6638,-9.7182,-0.0098,-0.1100,0.1976,0.0000,0.0000,0.0000
1466546644,0.6295,0.6686,-9.7206,-0.0393,-0.1045,0.1025,0.0000,0.0000,0.0000
1466556736,0.6311,0.6806,-9.7126,-0.0387,0.0036,0.0187,0.0000,0.0000,0.0000
1466566839,0.6544,0.6806,-9.7158,-0.0100,-0.0019,-0.0223,0.0000,0.0000,0.0000
1466576561,0.6584,0.6742,-9.7174,-0.0154,-0.0805,0.0417,0.0000,0.0000,0.0000
1466586807,0.6303,0.6694,-9.7190,-0.0322,-0.1162,0.1377,0.0000,0.0000,0.0000
1466596728,0.6199,0.6630,-9.7198,-0.0260,-0.0923,0.1143,0.0000,0.0000,0.0000
1466606736,0.6392,0.6614,-9.7246,-0.0379,-0.0320,0.0726,0.0000,0.0000,0.0000
1466616570,0.6472,0.6750,-9.7230,-0.0553,-0.0384,0.0132,0.0000,0.0000,0.0000
1466626807,0.6456,0.6806,-9.7142,-0.0615,-0.0983,-0.0040,0.0000,0.0000,0.0000
1466636737,0.6375,0.6726,-9.7174,-0.0504,-0.0625,0.0492,0.0000,0.0000,0.0000
1466646636,0.6391,0.6734,-9.7190,-0.0505,-0.0319,0.0726,0.0000,0.0000,0.0000
1466656878,0.6440,0.6758,-9.7222,-0.0438,-0.0613,0.0371,0.0000,0.0000,0.0000
1466666636,0.6431,0.6766,-9.7230,0.0030,-0.0984,-0.0038,0.0000,0.0000,0.0000
1466676634,0.6343,0.6694,-9.7246,0.0142,-0.0687,0.0780,0.0000,0.0000,0.0000
1466686802,0.6335,0.6710,-9.7214,0.0069,-0.0012,0.2095,0.0000,0.0000,0.0000
1466696636,0.6432,0.6758,-9.7150,-0.0153,0.0042,0.1980,0.0000,0.0000,0.0000
1466706775,0.6456,0.6734,-9.7158,-0.0034,-0.0450,0.0195,0.0000,0.0000,0.0000
1466716633,0.6400,0.6694,-9.7126,0.0242,-0.0627,-0.0267,0.0000,0.0000,0.0000
1466726736,0.6424,0.6662,-9.7150,-0.0207,-0.0803,0.0371,0.0000,0.0000,0.0000
1466736647,0.6392,0.6726,-9.7214,-0.0385,-0.0805,0.0842,0.0000,0.0000,0.0000
1466746568,0.6319,0.6726,-9.7190,-0.0277,-0.0564,0.1146,0.0000,0.0000,0.0000
1466756643,0.6391,0.6630,-9.7166,-0.0096,-0.0443,0.0901,0.0000,0.0000,0.0000
1466766565,0.6504,0.6734,-9.7142,-0.0374,-0.0501,0.0255,0.0000,0.0000,0.0000
1466776845,0.6504,0.6806,-9.7158,-0.0376,-0.1037,0.0438,0.0000,0.0000,0.0000
1466786569,0.6456,0.6734,-9.7214,0.0015,-0.0864,0.1379,0.0000,0.0000,0.0000
1466796566,0.6343,0.6670,-9.7206,0.0075,-0.0384,0.2035,0.0000,0.0000,0.0000
1466806568,0.6351,0.6742,-9.7190,-0.0317,-0.0080,0.1080,0.0000,0.0000,0.0000
1466816570,0.6392,0.6742,-9.7198,-0.0219,-0.0329,0.0191,0.0000,0.0000,0.0000
1466826738,0.6416,0.6670,-9.7206,-0.0330,-0.0326,0.0612,0.0000,0.0000,0.0000
1466836573,0.6392,0.6670,-9.7174,-0.0442,-0.0259,0.1079,0.0000,0.0000,0.0000
1466846737,0.6432,0.6726,-9.7222,-0.0374,-0.0203,0.1018,0.0000,0.0000,0.0000
1466856636,0.6496,0.6742,-9.7198,-0.0211,-0.0626,0.0488,0.0000,0.0000,0.0000
1466866634,0.6440,0.6774,-9.7134,0.0070,-0.1220,0.0193,0.0000,0.0000,0.0000
1466876845,0.6327,0.6790,-9.7142,-0.0163,-0.0684,0.1021,0.0000,0.0000,0.0000
1466886643,0.6424,0.6726,-9.7102,-0.0271,-0.0196,0.1087,0.0000,0.0000,0.0000
1466896745,0.6552,0.6782,-9.7142,-0.0084,-0.0442,0.0971,0.0000,0.0000,0.0000
1466906743,0.6432,0.6750,-9.7182,-0.0030,-0.0744,0.1267,0.0000,0.0000,0.0000
1466916742,0.6279,0.6678,-9.7198,-0.0270,-0.0685,0.1679,0.0000,0.0000,0.0000
1466926814,0.6255,0.6622,-9.7254,-0.0387,-0.0389,0.1266,0.0000,0.0000,0.0000
