time (msec),xAccel (m/s^2),yAccel (m/s^2),zAccel (m/s^2),xRate (deg/s),yRate (deg/s),zRate (deg/s),xMag (Gauss),yMag (Gauss),zMag (Gauss)
312533301,0.1003,0.6998,-9.7325,-0.0098,-0.0010,0.1201,0.0000,0.0000,0.0000
312543381,0.1324,0.6870,-9.7302,0.0014,0.0414,0.0313,0.0000,0.0000,0.0000
312553511,0.1340,0.6878,-9.7381,-0.0214,-0.0680,0.0309,0.0000,0.0000,0.0000
312563305,0.1083,0.6974,-9.7334,-0.0273,-0.1165,0.1676,0.0000,0.0000,0.0000
312573476,0.1011,0.6966,-9.7302,-0.0273,-0.0444,0.2902,0.0000,0.0000,0.0000
312583306,0.1180,0.6926,-9.7405,-0.0154,-0.0063,0.1559,0.0000,0.0000,0.0000
312593303,0.1340,0.7006,-9.7365,-0.0044,-0.0846,0.0139,0.0000,0.0000,0.0000
312603308,0.1147,0.6982,-9.7357,-0.0096,-0.1336,0.0717,0.0000,0.0000,0.0000
312613370,0.1043,0.6910,-9.7342,-0.0209,-0.0802,0.1856,0.0000,0.0000,0.0000
312623509,0.1148,0.6966,-9.7342,-0.0603,-0.0244,0.1384,0.0000,0.0000,0.0000
312633374,0.1228,0.7038,-9.7389,-0.0319,-0.0621,-0.0279,0.0000,0.0000,0.0000
312643310,0.1236,0.6966,-9.7357,-0.0268,-0.0982,0.0022,0.0000,0.0000,0.0000
312653382,0.1164,0.6854,-9.7357,-0.0164,-0.0862,0.1208,0.0000,0.0000,0.0000
312663308,0.1107,0.6958,-9.7389,-0.0218,-0.0744,0.0662,0.0000,0.0000,0.0000
312673551,0.1131,0.6974,-9.7341,-0.0272,-0.0268,0.0367,0.0000,0.0000,0.0000
312683478,0.1252,0.6934,-9.7349,-0.0267,-0.0271,0.0490,0.0000,0.0000,0.0000
312693552,0.1196,0.7054,-9.7413,-0.0381,-0.0146,0.1384,0.0000,0.0000,0.0000
312703307,0.1099,0.6966,-9.7310,-0.0213,-0.0250,0.2436,0.0000,0.0000,0.0000
312713544,0.1051,0.6734,-9.7349,0.0129,-0.0793,0.1025,0.0000,0.0000,0.0000
312723470,0.1123,0.6862,-9.7365,-0.0148,-0.0677,-0.0795,0.0000,0.0000,0.0000
312733381,0.1292,0.7014,-9.7254,-0.0265,-0.0923,0.0606,0.0000,0.0000,0.0000
312743504,0.1163,0.6982,-9.7373,-0.0153,-0.1277,0.2038,0.0000,0.0000,0.0000
312753312,0.1051,0.7038,-9.7294,-0.0328,-0.0555,0.1618,0.0000,0.0000,0.0000
312763473,0.1115,0.7006,-9.7333,-0.0100,-0.0506,0.1204,0.0000,0.0000,0.0000
